,text,ratingVal,ratingCount,tags
0,"If he asks what sort of books you're interested in, tell him check books.",60.00,21,men
1,"Ham and Eggs: A day's work for a chicken, a lifetime commitment for a pig.",60.00,21,animal
2,Some people think that their life experience compensates for their lack of brain.,60.00,21,"attitude, life"
3,"""What else can we think about?""
- Insomnia",60.00,21,attitude
4,"Actually, I don't think you're dyslexic; just really, really stupid. ",60.00,21,rude
5,"He: So then, what's your sign? She: Dollar. ",60.00,21,women
6,"When you don't know, what you are doing, it's best, to do it quickly.",60.00,21,"attitude, life"
7,"Introverts have fun too, we just don't care if you know...",60.00,21,"attitude, rude"
8,The only thing worse than seeing something done wrong is seeing it done slowly.,60.00,21,"life, time, work"
9,What is the difference between snowmen and snowwomen? Snowballs.,59.93,110,"Christmas, men, women"
0,I love my FedEx guy cause he's a drug dealer and he doesn't even know it — and he's always on time.,59.93,93,"dirty, drug, life"
1,Because of the disregard towards safety techniques people not only die but are also born.,59.91,67,"kids, life, sex"
2,Beauty is only skin deep ...but ugly goes all the way to the bone!,59.88,37,"beauty, love, ugly"
3,I know how to feed a nation…but will she eat it?,59.88,37,sarcastic
4,"I take my wife everywhere, but she keeps finding her way back.",59.88,37,marriage
5,Don't piss me off! I'm running out of places to hide the bodies.,59.88,37,
6,No woman ever falls in love with a man unless she has a better opinion of him than he deserves.,59.88,37,"love, men, women"
7,The speed of light is when you take out a bottle of beer out of the fridge before the light comes on.,59.83,61,"alcohol, life"
8,There is no point of running away form a sniper. You will die from exhaustion.,59.83,61,"life, sarcastic"
9,Avoid arguments about the toilet seat...use the sink...,59.81,40,"men, stupid"
0,"If you got tired of living, don't share your thoughts with all your friends – they might not give you a chance to change your mind…",59.81,40,"attitude, friendship, life"
1,I wanted to thank you personally for the like. That's why I'm in your house.,59.81,40,"attitude, life, sarcastic"
2,"If it is not Valentines day and you see a man in a flower shop, you can probably start up a conversation by asking, 'What did you do?' ",59.81,40,"men, Valentines, women"
3,A relationship without trust is like a phone without service. And what do you do with a phone without service? You play games.,59.81,40,"life, love, men, women"
4,Democracy is three wolves and one sheep voting on what to have for supper.,59.80,58,political
5,I think the only time my ex didn't fake an orgasm was when the judge signed the divorce papers.,59.77,55,"marriage, sex"
6,Every function without you will always be void of love.,59.76,43,"flirty, IT, love"
7,How can you tell if a man is sexually excited? He's breathing.,59.75,52,"men, sex"
8,"Don't let your worries get the best of you; remember, Moses started out as a basket case.",59.75,52,"christian, motivational"
9,"What's ""68""? You do me and I owe you one.",59.75,52,sex
0,"Girl you're like a car accident, cause I just can't look away.",59.75,52,"attitude, beauty, sarcastic"
1,Did something bad happen to you or are you just naturally ugly.,59.74,46,"rude, sarcastic, ugly"
2,"if a single teacher cant teach us all subjects,how is a student supposed to learn all the fucking subjects?",59.74,46,"kids, life"
3,*wife walks in to see the boys have built a chair fort* Wife: PUT THOSE CHAIRS BACK! Me *climbing out of fort* YOU HEARD YOUR MOTHER!,59.74,46,family
4,"I said ""no"" to drugs, but they just wouldn't listen.",59.69,81,"drug, life"
5,I carry a permanent marker just in case someone without a mustache falls asleep.,59.58,10,
6,"All generalizations are false, including this one.",59.58,10,
7,I'm currently boycotting any company that sells items I can't afford.,59.58,10,"attitude, money"
8,Only in America ... do banks leave both doors open and then chain the pens to the counters.,59.58,10,life
9,"I read recipes the same way I read science fiction. I get to the end and I think, ""Well, that's not going to happen.""",59.58,10,life
0,"When my friends are sad, i send them a long ass paragraph, but when I'm sad, they only say ""Oh sorry"" or ""Well that sucks"".",59.58,10,life
1,What did one lesbian vampire say to the other? My pad or yours?,59.58,10,"dirty, gay"
2,"You can't be a real country unless you have a BEER and an airline - it helps if you have some kind of a football team, or some nuclear weapons, but at the very least you need a BEER.",59.58,10,"attitude, stupid"
3,Your secrets are safe with me because I literally won't remember them. This also applies to your birthday. Your birthdays are safe with me.,59.58,10,"birthday, communication"
4,"I just read a book about Stockholm Syndrome. It was pretty bad at first, but by the end I kinda liked it.",59.58,10,life
5,What do you call a fly buzzing inside a blonde's head? A Space Invader. ,59.56,75,"blonde, stupid"
6,Why did the blonde scale the glass wall? To see what was on the other side.,59.56,75,blonde
7,The best mathematical equation I have ever seen: 1 cross + 3 nails= 4 given.,59.56,75,christian
8,"Men are like Bluetooth. When they're close they're connected, when they move further they start looking for new equipment.",59.54,92,"men, sex"
9,Don't steal. That's the government's job.,59.54,92,political
0,"We never really grow up, we only learn how to act in public.",59.53,24,"kids, life"
1,"Women will never be equal to men until they can walk down the street with a bald head and a beer gut, and still think they are sexy.",59.53,24,"men, women"
2,"To weigh 50 kilos and say that you're fat, that is so female…",59.53,24,"attitude, women"
3,The panic begins with the first one to say ‘Calm down!',59.53,24,life
4,I always put in a full eight hours at work. Spread out over the course of the week.,59.53,24,"sarcastic, time, work"
5,"The poor wish to be rich, the rich wish to be happy, the single wish to be married, and the married wish to be dead.",59.53,24,"marriage, money"
6,Let's emotionally damage each other and call it Love.,59.53,24,love
7,A good time to keep your mouth shut is when you're in deep water.,59.53,24,time
8,Beauty is in the eye of the beer holder.,59.41,236,"alcohol, beauty, puns"
9,"In democracy, it's your vote that counts. In feudalism, it's your count that votes.",59.36,155,puns
0,"""You can't sleep either?"" Says a voice from under your bed.",59.36,66,life
1,Why should blondes not be given coffee breaks? It takes too long to retrain them. ,59.36,66,"blonde, work"
2,What do ghosts serve for dessert? I Scream.,59.36,225,"Halloween, puns"
3,"The less you love a woman, the faster your hand gets tired.",59.33,111,"love, men, sex, women"
4,Don't drink while driving – you will spill the beer.,59.31,83,"alcohol, car, life"
5,"I don't care how funny you are, if I don't like you, I won't laugh.",59.30,63,insults
6,"‘Darling, will you catch me if I jump into the water?' ‘Darling, if I say yes, will you jump?",59.24,27,"men, sarcastic, women"
7,All my dance moves look like i'm trying to tell the guy on first base to steal second..,59.24,27,"life, women"
8,"If you can't beat the record, you can beat up its owner.",59.23,60,"attitude, motivational"
9,"Men are like bank accounts. Without a lot of money, they don't generate much interest.",59.23,60,"dirty, men, money"
0,Wanna get together and test the spring potential of my mattress?,59.23,80,"dirty, flirty"
1,What do you call an Amish guy with his hand up a horse's ass? A mechanic!,59.11,54,rude
2,"You don't work – you don't have money to live, you work – there's no time to live.",59.11,54,"life, money, work"
3,What did the blonde say when someone blew in her ear? Thanks for the refill. ,59.11,54,blonde
4,The best things in the world are free - and worth every penny of it.,59.09,102,"money, sex"
5,Why do female skydivers wear jock straps? So they don't whistle on the way down.,59.07,30,women
6,"An idea came to the mind, and now she's searching for the brain.",59.07,30,life
7,You're more special than relativity.,59.07,30,flirty
8,"I may be dumb, but I'm not stupid.",59.07,30,"sport, stupid"
9,"Do skunks celebrate Valentine's Day? Sure, they're very scent-imental! ",59.06,186,"animal, puns, Valentines"
0,What are the worst six years in a blonde's life? Third Grade!,58.98,71,blonde
1,How to lose an argument with a woman: 1) Argue.,58.98,33,"sarcastic, women"
2,"Babe, your cuter than a puppy at an animal shelter, Cuz i want to take you home!",58.98,33,"animal, beauty, flirty"
3,"Marriage advice for dummies: Five worst things you can do

5 Abandon
4 Lie
3 Cheat
2 Abuse
1 Forget to start the dishwasher",58.98,33,"marriage, sarcastic"
4,What did one autumn leaf say to another? I'm falling for you.,58.98,33,autumn
5,"You're 10 times more likely to die when your girlfriend says, ""I'm fine"" than when you are flying on an airplane.",58.98,33,"life, women"
6,I know that there are people who don't love their fellow man – I hate those people.,58.98,33,"hate, stupid"
7,"Roses are #FF0000, violets are #0000FF. All my base are belong to you.",58.98,33,"flirty, IT"
8,"Seen it all, done it all, can't remember most of it.",58.97,17,life
9,"I wondered why the Frisbee was getting bigger, and then it hit me.",58.97,17,
0,"Roses are red violets are blue, I'm schizophrenic and so am I.",58.97,17,life
1,Why do women always ask questions that have no right answers?,58.97,17,women
2,"My dream woman has a special combination of inner and outer beauty and is, most importantly, too naive to know she's way out of my league.",58.97,17,"beauty, women"
